poll_id,pollster,candidate_name,pct,party,start_date,end_date,sample_size
78351,YouGov,Donald Trump,40,Republican,NA,2022-01-24,1568
78351,YouGov,Joe Biden,44,Democratic,NA,2022-01-24,1190
78351,YouGov,Donald Trump,43,Republican,NA,2022-01-24,1190
78351,YouGov,Joe Biden,39,Democratic,NA,2022-01-24,1568
78351,YouGov,Ron DeSantis,32,Republican,NA,2022-01-24,1568
78351,YouGov,Joe Biden,43,Democratic,NA,2022-01-24,1189
78351,YouGov,Ron DeSantis,36,Republican,NA,2022-01-24,1189
77029,YouGov,Joe Biden,43,Democratic,NA,2021-10-21,1704
77029,YouGov,Donald Trump,40,Republican,NA,2021-10-21,1704
75535,YouGov,Joe Biden,47,Democratic,NA,2021-08-02,1552
75535,YouGov,Donald Trump,37,Republican,NA,2021-08-02,1552
75003,YouGov,Joe Biden,47,Democratic,NA,2021-06-24,1592
75003,YouGov,Donald Trump,35,Republican,NA,2021-06-24,1592
74869,YouGov,Joe Biden,46,Democratic,NA,2021-05-26,1588
74869,YouGov,Donald Trump,36,Republican,NA,2021-05-26,1588
